,source,target
722,Juel,Styver
722,Juel,Isachsen
722,Juel,Frøken Skjære
722,Juel,Clausen
722,Juel,Nielsen
722,Juel,Stråmand
722,Juel,frøken Parelius
722,Juel,Bernick
722,Juel,herr Gundersen
722,Juel,Nielsen
722,Juel,Olaf
722,Juel,frøken Gjems
722,Juel,Hilmar Tønnesens
722,Juel,Reimers
722,Juel,Hessel
722,Juel,Wolff
722,Juel,Herr Isachsen
722,Juel,Rørlund
722,Juel,Clausen
722,Juel,Rummel
722,Juel,Selmer
722,Juel,Johannes Brun
722,Juel,Herr Hammer
722,Juel,Abelsted
722,Juel,Bucher
722,Juel,Dina Dorf
722,Juel,Krap
722,Juel,Aunes
722,Juel,Parelius
722,Juel,Holt
722,Juel,Lynge
722,Juel,Døvle
722,Juel,Stang
722,Juel,Nils Lund
722,Juel,Nils Lund
722,Juel,Nora
722,Juel,Helmer
722,Juel,Reimers
722,Juel,Gundersen
722,Juel,Rank
722,Juel,Hammer
722,Juel,Linde
722,Juel,Neelsen
722,Juel,Isachsen
722,Juel,Wolf
722,Juel,Parelius
723,Lind,Wolf
723,Lind,Guldstads
723,Lind,J: Brun
723,Lind,Svanhilds
723,Lind,Reimers
723,Lind,Falk
723,Lind,Halm
723,Lind,Giebelhausen
723,Lind,Gundersen
723,Lind,Anna
723,Lind,Juel
723,Lind,Abelsted
723,Lind,Styver
723,Lind,Isachsen
723,Lind,Frøken Skjære
723,Lind,Clausen
723,Lind,Nielsen
723,Lind,Stråmand
723,Lind,frøken Parelius
724,Abelsted,Wolf
724,Abelsted,Guldstads
724,Abelsted,J: Brun
724,Abelsted,Svanhilds
724,Abelsted,Reimers
724,Abelsted,Falk
724,Abelsted,Halm
724,Abelsted,Giebelhausen
724,Abelsted,Gundersen
724,Abelsted,Anna
724,Abelsted,Juel
724,Abelsted,Lind
724,Abelsted,Styver
724,Abelsted,Isachsen
724,Abelsted,Frøken Skjære
724,Abelsted,Clausen
724,Abelsted,Nielsen
724,Abelsted,Stråmand
724,Abelsted,frøken Parelius
724,Abelsted,Bernick
724,Abelsted,herr Gundersen
724,Abelsted,Nielsen
724,Abelsted,Olaf
724,Abelsted,frøken Gjems
724,Abelsted,Hilmar Tønnesens
724,Abelsted,Reimers
724,Abelsted,Hessel
724,Abelsted,Wolff
724,Abelsted,Herr Isachsen
724,Abelsted,Rørlund
724,Abelsted,Clausen
724,Abelsted,Rummel
724,Abelsted,Selmer
724,Abelsted,Johannes Brun
724,Abelsted,Herr Hammer
724,Abelsted,Bucher
724,Abelsted,Dina Dorf
724,Abelsted,Juel
724,Abelsted,Krap
724,Abelsted,Aunes
724,Abelsted,Parelius
724,Abelsted,Holt
724,Abelsted,Lynge
724,Abelsted,Døvle
724,Abelsted,Stang
724,Abelsted,Nils Lund
725,Styver,Wolf
725,Styver,Guldstads
725,Styver,J: Brun
725,Styver,Svanhilds
725,Styver,Reimers
725,Styver,Falk
725,Styver,Halm
725,Styver,Giebelhausen
725,Styver,Gundersen
725,Styver,Anna
725,Styver,Juel
725,Styver,Lind
725,Styver,Abelsted
725,Styver,Isachsen
725,Styver,Frøken Skjære
725,Styver,Clausen
725,Styver,Nielsen
725,Styver,Stråmand
725,Styver,frøken Parelius
726,Frøken Skjære,Wolf
726,Frøken Skjære,Guldstads
726,Frøken Skjære,J: Brun
726,Frøken Skjære,Svanhilds
726,Frøken Skjære,Reimers
726,Frøken Skjære,Falk
726,Frøken Skjære,Halm
726,Frøken Skjære,Giebelhausen
726,Frøken Skjære,Gundersen
726,Frøken Skjære,Anna
726,Frøken Skjære,Juel
726,Frøken Skjære,Lind
726,Frøken Skjære,Abelsted
726,Frøken Skjære,Styver
726,Frøken Skjære,Isachsen
726,Frøken Skjære,Clausen
726,Frøken Skjære,Nielsen
726,Frøken Skjære,Stråmand
726,Frøken Skjære,frøken Parelius
727,Stråmand,Wolf
727,Stråmand,Guldstads
727,Stråmand,J: Brun
727,Stråmand,Svanhilds
727,Stråmand,Reimers
727,Stråmand,Falk
727,Stråmand,Halm
727,Stråmand,Giebelhausen
727,Stråmand,Gundersen
727,Stråmand,Anna
727,Stråmand,Juel
727,Stråmand,Lind
727,Stråmand,Abelsted
727,Stråmand,Styver
727,Stråmand,Isachsen
727,Stråmand,Frøken Skjære
727,Stråmand,Clausen
727,Stråmand,Nielsen
727,Stråmand,frøken Parelius
728,frøken Parelius,Wolf
728,frøken Parelius,Guldstads
728,frøken Parelius,J: Brun
728,frøken Parelius,Svanhilds
728,frøken Parelius,Reimers
728,frøken Parelius,Falk
728,frøken Parelius,Halm
728,frøken Parelius,Giebelhausen
728,frøken Parelius,Gundersen
728,frøken Parelius,Anna
728,frøken Parelius,Juel
728,frøken Parelius,Lind
728,frøken Parelius,Abelsted
728,frøken Parelius,Styver
728,frøken Parelius,Isachsen
728,frøken Parelius,Frøken Skjære
728,frøken Parelius,Clausen
728,frøken Parelius,Nielsen
728,frøken Parelius,Stråmand
728,frøken Parelius,Johannes Rosmer
728,frøken Parelius,Herr Hammer
728,frøken Parelius,Rebekka West
728,frøken Parelius,Constance Bruun
728,frøken Parelius,Kroll
728,frøken Parelius,Reimers
728,frøken Parelius,Madam Helseth
728,frøken Parelius,Ulrik Brendel
728,frøken Parelius,herr Hansson
728,frøken Parelius,Klausen
728,frøken Parelius,Mortensgårds
728,frøken Parelius,Selmer??Men
728,frøken Parelius,Isachsen
728,frøken Parelius,Relling
728,frøken Parelius,Gundersen
728,frøken Parelius,Rebekka West
728,frøken Parelius,Ulrik Brendel
728,frøken Parelius,Krolls
728,frøken Parelius,Johannes Rosmer
728,frøken Parelius,Reimers
728,frøken Parelius,herr Hansson
728,frøken Parelius,Bjørnson
728,frøken Parelius,Hammer
728,frøken Parelius,frøken C. Bruun
728,frøken Parelius,Peder Mortensgård
728,frøken Parelius,Klausen
728,frøken Parelius,Madam Helseth
730,Cæsarius,Maximus
730,Cæsarius,Neander
730,Cæsarius,Ammian
730,Cæsarius,Hegel
730,Cæsarius,Gjertsen
731,Maximus,Cæsarius
731,Maximus,Neander
731,Maximus,Ammian
731,Maximus,Hegel
731,Maximus,Gjertsen
732,Ammian,Cæsarius
732,Ammian,Maximus
732,Ammian,Neander
732,Ammian,Hegel
732,Ammian,Gjertsen
732,Ammian,Julians
732,Ammian,Winkelmann
732,Ammian,Lessing
732,Ammian,Goethe
732,Ammian,Schiller
732,Ammian,Gregor
732,Ammian,Basilios
732,Ammian,Markos
732,Ammian,Kyrillos
732,Ammian,Ammianus Marcellinus
732,Ammian,Ursulos
733,Gregor,Julian
733,Gregor,Basilios
733,Gregor,Ædesios
733,Gregor,Cæsarion
733,Gregor,Konstanzios
733,Gregor,Pergamon
733,Gregor,Hilarion
733,Gregor,Hegel
733,Gregor,Eunapios
733,Gregor,Jensen
733,Gregor,Julians
733,Gregor,Winkelmann
733,Gregor,Lessing
733,Gregor,Goethe
733,Gregor,Schiller
733,Gregor,Basilios
733,Gregor,Markos
733,Gregor,Kyrillos
733,Gregor,Ammianus Marcellinus
733,Gregor,Ursulos
733,Gregor,Ammian
734,Basilios,Julian
734,Basilios,Gregor
734,Basilios,Ædesios
734,Basilios,Cæsarion
734,Basilios,Konstanzios
734,Basilios,Pergamon
734,Basilios,Hilarion
734,Basilios,Hegel
734,Basilios,Eunapios
734,Basilios,Jensen
734,Basilios,Julians
734,Basilios,Winkelmann
734,Basilios,Lessing
734,Basilios,Goethe
734,Basilios,Schiller
734,Basilios,Gregor
734,Basilios,Markos
734,Basilios,Kyrillos
734,Basilios,Ammianus Marcellinus
734,Basilios,Ursulos
734,Basilios,Ammian
735,Ædesios,Julian
735,Ædesios,Gregor
735,Ædesios,Basilios
735,Ædesios,Cæsarion
735,Ædesios,Konstanzios
735,Ædesios,Pergamon
735,Ædesios,Hilarion
735,Ædesios,Hegel
735,Ædesios,Eunapios
735,Ædesios,Jensen
736,Cæsarion,Julian
736,Cæsarion,Gregor
736,Cæsarion,Basilios
736,Cæsarion,Ædesios
736,Cæsarion,Konstanzios
736,Cæsarion,Pergamon
736,Cæsarion,Hilarion
736,Cæsarion,Hegel
736,Cæsarion,Eunapios
736,Cæsarion,Jensen
738,Konstanzios,Julian
738,Konstanzios,Gregor
738,Konstanzios,Basilios
738,Konstanzios,Ædesios
738,Konstanzios,Cæsarion
738,Konstanzios,Pergamon
738,Konstanzios,Hilarion
738,Konstanzios,Hegel
738,Konstanzios,Eunapios
738,Konstanzios,Jensen
739,Pergamon,Julian
739,Pergamon,Gregor
739,Pergamon,Basilios
739,Pergamon,Ædesios
739,Pergamon,Cæsarion
739,Pergamon,Konstanzios
739,Pergamon,Hilarion
739,Pergamon,Hegel
739,Pergamon,Eunapios
739,Pergamon,Jensen
740,Hilarion,Julian
740,Hilarion,Gregor
740,Hilarion,Basilios
740,Hilarion,Ædesios
740,Hilarion,Cæsarion
740,Hilarion,Konstanzios
740,Hilarion,Pergamon
740,Hilarion,Hegel
740,Hilarion,Eunapios
740,Hilarion,Jensen
741,Eunapios,Julian
741,Eunapios,Gregor
741,Eunapios,Basilios
741,Eunapios,Ædesios
741,Eunapios,Cæsarion
741,Eunapios,Konstanzios
741,Eunapios,Pergamon
741,Eunapios,Hilarion
741,Eunapios,Hegel
741,Eunapios,Jensen
742,L: Daae,Maurer
742,L: Daae,Friele
742,L: Daae,Bjørnson
742,L: Daae,Josephsons
742,L: Daae,Sigurd
742,L: Daae,Lutz
743,Strodtmann,Jenke
743,Strodtmann,Aslaksen
743,Strodtmann,Hegel
744,R: Watt,G: Brandes
744,R: Watt,C. Bøgh
744,R: Watt,Wolfhagen
745,C. Bøgh,G: Brandes
745,C. Bøgh,R: Watt
745,C. Bøgh,Wolfhagen
746,Ladislaus Bolski,Stuart Millske
746,Ladislaus Bolski,Hegel
746,Ladislaus Bolski,Cicero
746,Ladislaus Bolski,Seneca
746,Ladislaus Bolski,Adolf Strodtmann
747,Stuart Millske,Ladislaus Bolski
747,Stuart Millske,Hegel
747,Stuart Millske,Cicero
747,Stuart Millske,Seneca
747,Stuart Millske,Adolf Strodtmann
748,Seneca,Ladislaus Bolski
748,Seneca,Stuart Millske
748,Seneca,Hegel
748,Seneca,Cicero
748,Seneca,Adolf Strodtmann
749,Larsens,Daae
749,Larsens,Løkke
749,Larsens,Brandes
749,Larsens,G: Brandes
749,Larsens,Erik Bøghs
749,Larsens,Bjørnson
749,Larsens,Jonas Lie
749,Larsens,Isachsen
749,Larsens,Imorges
750,Fønixberg,Hegel
750,Fønixberg,Løkke
752,Birkrem,Botten-Hansen
752,Birkrem,H. J. Jensen
753,Tobias Møller,Thomas
753,Tobias Møller,Hildur
753,Tobias Møller,Møllers
754,Hildur,Thomas
754,Hildur,Tobias Møller
754,Hildur,Møllers
754,Hildur,Kopf
754,Hildur,Valborg
754,Hildur,Aksel
754,Hildur,Bolette
755,Møllers,Thomas
755,Møllers,Tobias Møller
755,Møllers,Hildur
756,"Herrn Generalcommissär 
",Hegel
756,"Herrn Generalcommissär 
",Julin Dannfeldt
757,Julin Dannfeldt,Hegel
757,Julin Dannfeldt,"Herrn Generalcommissär 
"
758,Hils,Prozor
759,Theofil Hansen,Bjørnson
760,"Grev 
",F. de Crenneville
760,"Grev 
",Hofmarchal
760,"Grev 
",Hr. Meisonnier
760,"Grev 
",Mr. Bellefroid
760,"Grev 
",Vikomte de Jonghe d’
760,"Grev 
",Theophilus Hansen
760,"Grev 
",Bonnat
760,"Grev 
",Mr. M. Cottier
760,"Grev 
",Mr. Paul Dubois
760,"Grev 
",Mr. Darcel
760,"Grev 
",Hr. Dumba
760,"Grev 
",H. ten Kate
760,"Grev 
",Signore Boito
760,"Grev 
",Giovanni Dupré
760,"Grev 
",Cavaliere Mariani
760,"Grev 
",Strazza
760,"Grev 
",Henrik Ibsen
760,"Grev 
",Hr. A. Bogolouboff
760,"Grev 
",P. Bruloff
760,"Grev 
",Afinger
760,"Grev 
",Knaus
760,"Grev 
",Piloty
760,"Grev 
",Schleich
760,"Grev 
",Steffeck
760,"Grev 
",Hermann Weiss
760,"Grev 
",Don Dioscoro Puebla
760,"Grev 
",v. Pulszky
760,"Grev 
",Hr. G. Ráht
760,"Grev 
",C. Costenoble
760,"Grev 
",Eduard Engerth
760,"Grev 
",H. v. Ferstel
760,"Grev 
",F. Friedländer
760,"Grev 
",Profor L. Jacoby
760,"Grev 
",C. Kundmann
760,"Grev 
",Adolf Obernmüllner
760,"Grev 
",H. von Rodakowsky
761,F. de Crenneville,"Grev 
"
761,F. de Crenneville,Hofmarchal
761,F. de Crenneville,Hr. Meisonnier
761,F. de Crenneville,Mr. Bellefroid
761,F. de Crenneville,Vikomte de Jonghe d’
761,F. de Crenneville,Theophilus Hansen
761,F. de Crenneville,Bonnat
761,F. de Crenneville,Mr. M. Cottier
761,F. de Crenneville,Mr. Paul Dubois
761,F. de Crenneville,Mr. Darcel
761,F. de Crenneville,Hr. Dumba
761,F. de Crenneville,H. ten Kate
761,F. de Crenneville,Signore Boito
761,F. de Crenneville,Giovanni Dupré
761,F. de Crenneville,Cavaliere Mariani
761,F. de Crenneville,Strazza
761,F. de Crenneville,Henrik Ibsen
761,F. de Crenneville,Hr. A. Bogolouboff
761,F. de Crenneville,P. Bruloff
761,F. de Crenneville,Afinger
761,F. de Crenneville,Knaus
761,F. de Crenneville,Piloty
761,F. de Crenneville,Schleich
761,F. de Crenneville,Steffeck
761,F. de Crenneville,Hermann Weiss
761,F. de Crenneville,Don Dioscoro Puebla
761,F. de Crenneville,v. Pulszky
761,F. de Crenneville,Hr. G. Ráht
761,F. de Crenneville,C. Costenoble
761,F. de Crenneville,Eduard Engerth
761,F. de Crenneville,H. v. Ferstel
761,F. de Crenneville,F. Friedländer
761,F. de Crenneville,Profor L. Jacoby
761,F. de Crenneville,C. Kundmann
761,F. de Crenneville,Adolf Obernmüllner
761,F. de Crenneville,H. von Rodakowsky
762,Hofmarchal,"Grev 
"
762,Hofmarchal,F. de Crenneville
762,Hofmarchal,Hr. Meisonnier
762,Hofmarchal,Mr. Bellefroid
762,Hofmarchal,Vikomte de Jonghe d’
762,Hofmarchal,Theophilus Hansen
762,Hofmarchal,Bonnat
762,Hofmarchal,Mr. M. Cottier
762,Hofmarchal,Mr. Paul Dubois
762,Hofmarchal,Mr. Darcel
762,Hofmarchal,Hr. Dumba
762,Hofmarchal,H. ten Kate
762,Hofmarchal,Signore Boito
762,Hofmarchal,Giovanni Dupré
762,Hofmarchal,Cavaliere Mariani
762,Hofmarchal,Strazza
762,Hofmarchal,Henrik Ibsen
762,Hofmarchal,Hr. A. Bogolouboff
762,Hofmarchal,P. Bruloff
762,Hofmarchal,Afinger
762,Hofmarchal,Knaus
762,Hofmarchal,Piloty
762,Hofmarchal,Schleich
762,Hofmarchal,Steffeck
762,Hofmarchal,Hermann Weiss
762,Hofmarchal,Don Dioscoro Puebla
762,Hofmarchal,v. Pulszky
762,Hofmarchal,Hr. G. Ráht
762,Hofmarchal,C. Costenoble
762,Hofmarchal,Eduard Engerth
762,Hofmarchal,H. v. Ferstel
762,Hofmarchal,F. Friedländer
762,Hofmarchal,Profor L. Jacoby
762,Hofmarchal,C. Kundmann
762,Hofmarchal,Adolf Obernmüllner
762,Hofmarchal,H. von Rodakowsky
763,Hr. Meisonnier,"Grev 
"
763,Hr. Meisonnier,F. de Crenneville
763,Hr. Meisonnier,Hofmarchal
763,Hr. Meisonnier,Mr. Bellefroid
763,Hr. Meisonnier,Vikomte de Jonghe d’
763,Hr. Meisonnier,Theophilus Hansen
763,Hr. Meisonnier,Bonnat
763,Hr. Meisonnier,Mr. M. Cottier
763,Hr. Meisonnier,Mr. Paul Dubois
763,Hr. Meisonnier,Mr. Darcel
763,Hr. Meisonnier,Hr. Dumba
763,Hr. Meisonnier,H. ten Kate
763,Hr. Meisonnier,Signore Boito
763,Hr. Meisonnier,Giovanni Dupré
763,Hr. Meisonnier,Cavaliere Mariani
763,Hr. Meisonnier,Strazza
763,Hr. Meisonnier,Henrik Ibsen
763,Hr. Meisonnier,Hr. A. Bogolouboff
763,Hr. Meisonnier,P. Bruloff
763,Hr. Meisonnier,Afinger
763,Hr. Meisonnier,Knaus
763,Hr. Meisonnier,Piloty
763,Hr. Meisonnier,Schleich
763,Hr. Meisonnier,Steffeck
763,Hr. Meisonnier,Hermann Weiss
763,Hr. Meisonnier,Don Dioscoro Puebla
763,Hr. Meisonnier,v. Pulszky
763,Hr. Meisonnier,Hr. G. Ráht
763,Hr. Meisonnier,C. Costenoble
763,Hr. Meisonnier,Eduard Engerth
763,Hr. Meisonnier,H. v. Ferstel
763,Hr. Meisonnier,F. Friedländer
763,Hr. Meisonnier,Profor L. Jacoby
763,Hr. Meisonnier,C. Kundmann
763,Hr. Meisonnier,Adolf Obernmüllner
763,Hr. Meisonnier,H. von Rodakowsky
764,Mr. Bellefroid,"Grev 
"
764,Mr. Bellefroid,F. de Crenneville
764,Mr. Bellefroid,Hofmarchal
764,Mr. Bellefroid,Hr. Meisonnier
764,Mr. Bellefroid,Vikomte de Jonghe d’
764,Mr. Bellefroid,Theophilus Hansen
764,Mr. Bellefroid,Bonnat
764,Mr. Bellefroid,Mr. M. Cottier
764,Mr. Bellefroid,Mr. Paul Dubois
764,Mr. Bellefroid,Mr. Darcel
764,Mr. Bellefroid,Hr. Dumba
764,Mr. Bellefroid,H. ten Kate
764,Mr. Bellefroid,Signore Boito
764,Mr. Bellefroid,Giovanni Dupré
764,Mr. Bellefroid,Cavaliere Mariani
764,Mr. Bellefroid,Strazza
764,Mr. Bellefroid,Henrik Ibsen
764,Mr. Bellefroid,Hr. A. Bogolouboff
764,Mr. Bellefroid,P. Bruloff
764,Mr. Bellefroid,Afinger
764,Mr. Bellefroid,Knaus
764,Mr. Bellefroid,Piloty
764,Mr. Bellefroid,Schleich
764,Mr. Bellefroid,Steffeck
764,Mr. Bellefroid,Hermann Weiss
764,Mr. Bellefroid,Don Dioscoro Puebla
764,Mr. Bellefroid,v. Pulszky
764,Mr. Bellefroid,Hr. G. Ráht
764,Mr. Bellefroid,C. Costenoble
764,Mr. Bellefroid,Eduard Engerth
764,Mr. Bellefroid,H. v. Ferstel
764,Mr. Bellefroid,F. Friedländer
764,Mr. Bellefroid,Profor L. Jacoby
764,Mr. Bellefroid,C. Kundmann
764,Mr. Bellefroid,Adolf Obernmüllner
764,Mr. Bellefroid,H. von Rodakowsky
765,Vikomte de Jonghe d’,"Grev 
"
765,Vikomte de Jonghe d’,F. de Crenneville
765,Vikomte de Jonghe d’,Hofmarchal
765,Vikomte de Jonghe d’,Hr. Meisonnier
765,Vikomte de Jonghe d’,Mr. Bellefroid
765,Vikomte de Jonghe d’,Theophilus Hansen
765,Vikomte de Jonghe d’,Bonnat
765,Vikomte de Jonghe d’,Mr. M. Cottier
765,Vikomte de Jonghe d’,Mr. Paul Dubois
765,Vikomte de Jonghe d’,Mr. Darcel
765,Vikomte de Jonghe d’,Hr. Dumba
765,Vikomte de Jonghe d’,H. ten Kate
765,Vikomte de Jonghe d’,Signore Boito
765,Vikomte de Jonghe d’,Giovanni Dupré
765,Vikomte de Jonghe d’,Cavaliere Mariani
765,Vikomte de Jonghe d’,Strazza
765,Vikomte de Jonghe d’,Henrik Ibsen
765,Vikomte de Jonghe d’,Hr. A. Bogolouboff
765,Vikomte de Jonghe d’,P. Bruloff
765,Vikomte de Jonghe d’,Afinger
765,Vikomte de Jonghe d’,Knaus
765,Vikomte de Jonghe d’,Piloty
765,Vikomte de Jonghe d’,Schleich
765,Vikomte de Jonghe d’,Steffeck
765,Vikomte de Jonghe d’,Hermann Weiss
765,Vikomte de Jonghe d’,Don Dioscoro Puebla
765,Vikomte de Jonghe d’,v. Pulszky
765,Vikomte de Jonghe d’,Hr. G. Ráht
765,Vikomte de Jonghe d’,C. Costenoble
765,Vikomte de Jonghe d’,Eduard Engerth
765,Vikomte de Jonghe d’,H. v. Ferstel
765,Vikomte de Jonghe d’,F. Friedländer
765,Vikomte de Jonghe d’,Profor L. Jacoby
765,Vikomte de Jonghe d’,C. Kundmann
765,Vikomte de Jonghe d’,Adolf Obernmüllner
765,Vikomte de Jonghe d’,H. von Rodakowsky
766,Theophilus Hansen,"Grev 
"
766,Theophilus Hansen,F. de Crenneville
766,Theophilus Hansen,Hofmarchal
766,Theophilus Hansen,Hr. Meisonnier
766,Theophilus Hansen,Mr. Bellefroid
766,Theophilus Hansen,Vikomte de Jonghe d’
766,Theophilus Hansen,Bonnat
766,Theophilus Hansen,Mr. M. Cottier
766,Theophilus Hansen,Mr. Paul Dubois
766,Theophilus Hansen,Mr. Darcel
766,Theophilus Hansen,Hr. Dumba
766,Theophilus Hansen,H. ten Kate
766,Theophilus Hansen,Signore Boito
766,Theophilus Hansen,Giovanni Dupré
766,Theophilus Hansen,Cavaliere Mariani
766,Theophilus Hansen,Strazza
766,Theophilus Hansen,Henrik Ibsen
766,Theophilus Hansen,Hr. A. Bogolouboff
766,Theophilus Hansen,P. Bruloff
766,Theophilus Hansen,Afinger
766,Theophilus Hansen,Knaus
766,Theophilus Hansen,Piloty
766,Theophilus Hansen,Schleich
766,Theophilus Hansen,Steffeck
766,Theophilus Hansen,Hermann Weiss
766,Theophilus Hansen,Don Dioscoro Puebla
766,Theophilus Hansen,v. Pulszky
766,Theophilus Hansen,Hr. G. Ráht
766,Theophilus Hansen,C. Costenoble
766,Theophilus Hansen,Eduard Engerth
766,Theophilus Hansen,H. v. Ferstel
766,Theophilus Hansen,F. Friedländer
766,Theophilus Hansen,Profor L. Jacoby
766,Theophilus Hansen,C. Kundmann
766,Theophilus Hansen,Adolf Obernmüllner
766,Theophilus Hansen,H. von Rodakowsky
767,Bonnat,"Grev 
"
767,Bonnat,F. de Crenneville
767,Bonnat,Hofmarchal
767,Bonnat,Hr. Meisonnier
767,Bonnat,Mr. Bellefroid
767,Bonnat,Vikomte de Jonghe d’
767,Bonnat,Theophilus Hansen
767,Bonnat,Mr. M. Cottier
767,Bonnat,Mr. Paul Dubois
767,Bonnat,Mr. Darcel
767,Bonnat,Hr. Dumba
767,Bonnat,H. ten Kate
767,Bonnat,Signore Boito
767,Bonnat,Giovanni Dupré
767,Bonnat,Cavaliere Mariani
767,Bonnat,Strazza
767,Bonnat,Henrik Ibsen
767,Bonnat,Hr. A. Bogolouboff
767,Bonnat,P. Bruloff
767,Bonnat,Afinger
767,Bonnat,Knaus
767,Bonnat,Piloty
767,Bonnat,Schleich
767,Bonnat,Steffeck
767,Bonnat,Hermann Weiss
767,Bonnat,Don Dioscoro Puebla
767,Bonnat,v. Pulszky
767,Bonnat,Hr. G. Ráht
767,Bonnat,C. Costenoble
767,Bonnat,Eduard Engerth
767,Bonnat,H. v. Ferstel
767,Bonnat,F. Friedländer
767,Bonnat,Profor L. Jacoby
767,Bonnat,C. Kundmann
767,Bonnat,Adolf Obernmüllner
767,Bonnat,H. von Rodakowsky
768,Mr. M. Cottier,"Grev 
"
768,Mr. M. Cottier,F. de Crenneville
768,Mr. M. Cottier,Hofmarchal
768,Mr. M. Cottier,Hr. Meisonnier
768,Mr. M. Cottier,Mr. Bellefroid
768,Mr. M. Cottier,Vikomte de Jonghe d’
768,Mr. M. Cottier,Theophilus Hansen
768,Mr. M. Cottier,Bonnat
768,Mr. M. Cottier,Mr. Paul Dubois
768,Mr. M. Cottier,Mr. Darcel
768,Mr. M. Cottier,Hr. Dumba
768,Mr. M. Cottier,H. ten Kate
768,Mr. M. Cottier,Signore Boito
768,Mr. M. Cottier,Giovanni Dupré
768,Mr. M. Cottier,Cavaliere Mariani
768,Mr. M. Cottier,Strazza
768,Mr. M. Cottier,Henrik Ibsen
768,Mr. M. Cottier,Hr. A. Bogolouboff
768,Mr. M. Cottier,P. Bruloff
768,Mr. M. Cottier,Afinger
768,Mr. M. Cottier,Knaus
768,Mr. M. Cottier,Piloty
768,Mr. M. Cottier,Schleich
768,Mr. M. Cottier,Steffeck
768,Mr. M. Cottier,Hermann Weiss
768,Mr. M. Cottier,Don Dioscoro Puebla
768,Mr. M. Cottier,v. Pulszky
768,Mr. M. Cottier,Hr. G. Ráht
768,Mr. M. Cottier,C. Costenoble
768,Mr. M. Cottier,Eduard Engerth
768,Mr. M. Cottier,H. v. Ferstel
768,Mr. M. Cottier,F. Friedländer
768,Mr. M. Cottier,Profor L. Jacoby
768,Mr. M. Cottier,C. Kundmann
768,Mr. M. Cottier,Adolf Obernmüllner
768,Mr. M. Cottier,H. von Rodakowsky
769,Mr. Paul Dubois,"Grev 
"
769,Mr. Paul Dubois,F. de Crenneville
769,Mr. Paul Dubois,Hofmarchal
769,Mr. Paul Dubois,Hr. Meisonnier
769,Mr. Paul Dubois,Mr. Bellefroid
769,Mr. Paul Dubois,Vikomte de Jonghe d’
769,Mr. Paul Dubois,Theophilus Hansen
769,Mr. Paul Dubois,Bonnat
769,Mr. Paul Dubois,Mr. M. Cottier
769,Mr. Paul Dubois,Mr. Darcel
769,Mr. Paul Dubois,Hr. Dumba
769,Mr. Paul Dubois,H. ten Kate
769,Mr. Paul Dubois,Signore Boito
769,Mr. Paul Dubois,Giovanni Dupré
769,Mr. Paul Dubois,Cavaliere Mariani
769,Mr. Paul Dubois,Strazza
769,Mr. Paul Dubois,Henrik Ibsen
769,Mr. Paul Dubois,Hr. A. Bogolouboff
769,Mr. Paul Dubois,P. Bruloff
769,Mr. Paul Dubois,Afinger
769,Mr. Paul Dubois,Knaus
769,Mr. Paul Dubois,Piloty
769,Mr. Paul Dubois,Schleich
769,Mr. Paul Dubois,Steffeck
769,Mr. Paul Dubois,Hermann Weiss
769,Mr. Paul Dubois,Don Dioscoro Puebla
769,Mr. Paul Dubois,v. Pulszky
769,Mr. Paul Dubois,Hr. G. Ráht
769,Mr. Paul Dubois,C. Costenoble
769,Mr. Paul Dubois,Eduard Engerth
769,Mr. Paul Dubois,H. v. Ferstel
769,Mr. Paul Dubois,F. Friedländer
769,Mr. Paul Dubois,Profor L. Jacoby
769,Mr. Paul Dubois,C. Kundmann
769,Mr. Paul Dubois,Adolf Obernmüllner
769,Mr. Paul Dubois,H. von Rodakowsky
770,Mr. Darcel,"Grev 
"
770,Mr. Darcel,F. de Crenneville
770,Mr. Darcel,Hofmarchal
770,Mr. Darcel,Hr. Meisonnier
770,Mr. Darcel,Mr. Bellefroid
770,Mr. Darcel,Vikomte de Jonghe d’
770,Mr. Darcel,Theophilus Hansen
770,Mr. Darcel,Bonnat
770,Mr. Darcel,Mr. M. Cottier
